V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Hour,Day,Month,Year,DayOfWeek,Feature_Combination,High_Amount_Withdrawn,Amount Withdrawn,Class 
-0.8873895957933289,-0.21389409818041819,1.6096233440037606,0.8069945885429165,-0.3077600501829082,0.1682816334100982,0.15788747400051542,0.17512339681248257,0.43825733566494285,0.030432781872950152,-0.6615480902159437,-1.3812063071092724,-0.9977579479435091,-0.10905540997298956,1.33337128954417,-0.3691986169197445,0.35733262057078014,0.28284177368830943,0.493803552398634,0.3316551979263976,-0.018873807509437263,0.6263152094993736,-0.20808698561057046,0.08917563235630718,-0.006405862460913864,-0.424877466578665,0.34736615468629334,-0.010146851166288233,0.35225807082411076,-0.7785550702388268,-0.7333241782821369,0.0,1.222773462719693,0.0993361321058476,2.3869160900736817,149.62,0
0.9813980349584775,0.06141850874396561,-0.6701850130890417,0.059675882582102525,0.02817993151544962,-0.2518178870407468,-0.21439509857458147,0.15852536206229828,-0.28139562008199065,-0.2401290034623117,1.5417296267122997,1.2566742709874885,0.6189514659344045,0.10058188585235156,0.4309909805298192,0.7852701782958319,-0.07665313936965505,0.016921192376343198,-0.16898618297482965,-0.1900929879691734,-0.3891974093598989,-0.8590568261741481,0.35098836638774017,-0.5469063227850063,0.08453572378635313,0.25303448801149625,-0.08567244595982869,0.11193964399629033,0.35225807082411076,-0.7785550702388268,-0.7333241782821369,0.0,1.222773462719693,0.3602754684539567,-0.418950630128406,2.69,0
0.9813980349584775,-1.2433818221520527,0.8754862438690842,0.004732367512523839,-0.4468099026744084,1.2002072897466292,0.8031379855109593,0.3569927197646881,-1.7448812579086794,-0.2401290034623117,0.5357192703359688,-0.309330500947926,0.8681464452858185,0.07281306400491212,2.284596835786657,-3.3590258841226306,1.5701069966855794,0.09575193857043299,-2.7200472664599364,0.7770078840081496,0.4564707176101612,1.4266765982725003,2.484527390478149,-1.0933244003203817,-1.0803048467686531,-0.31723627445403263,-0.22654279731075305,-0.14220291755136266,0.35225807082411076,-0.7785550702388268,-0.7333241782821369,0.0,1.222773462719693,0.36048364810273076,2.3869160900736817,378.66,0
-0.5991721586713691,-0.3052324523833633,0.8945184210849592,-0.9941589959294262,-0.031130171870057486,0.7735160057521986,0.15556117013847376,0.5154013272592641,-1.5965484102128706,-0.12254677290737445,-0.3305847536328036,-0.13356249822329724,0.6393304619595052,-0.0799441070397651,-0.9421395283107921,-1.097288268311157,-0.8420849294735563,2.7493835938235818,-1.4792392386148208,-0.4163033239428703,-0.1795092116216222,0.18457521717905626,-0.41889102616337714,-1.8537531850703155,1.2149907875791155,-0.4954944225828574,0.13216901479562346,0.27141329319923935,0.35225807082411076,-0.7785550702388268,-0.7333241782821369,0.0,1.222773462719693,-0.1323053435676676,2.3869160900736817,123.5,0
-0.7397608183371267,0.5582066690411444,0.6595257405922303,0.02341880036599828,-0.3658439842009611,-0.11433006510476727,0.5710234816414923,-0.2756261568460344,0.9658441568232182,0.7255823822538215,-0.9376730194342673,0.4306266927104623,1.5545411895768182,-1.121569353108732,-0.06802394663502896,-0.3457818106101249,-0.24099459338750978,0.20148927298586408,0.9754187891283624,0.5874544132279436,-0.0030303291479273744,1.469785313685368,-0.2793282324196397,0.20542095417158818,-0.7939696189015968,1.063056392731776,0.6082190918429635,0.7958851735972027,0.35225807082411076,-0.7785550702388268,-0.7333241782821369,0.0,1.222773462719693,0.18174914243322726,-0.418950630128406,69.99,0
-0.20346302546464773,0.6254535416750345,0.26740693330604115,-0.4356480797396839,0.332604489047251,-0.2112281422778377,0.43452856336849205,0.3724216130358455,-0.645452764304904,-0.4547078998489829,1.2653793777392854,0.15116827390542967,-0.3061866963162894,0.10889563630441743,0.3031679183276992,0.7084250676699548,-0.00045547079319788116,0.3373382522626402,-0.03325271817551395,0.06069304828959336,-0.35792175859796604,-0.731270526343296,0.0138837642203282,-0.5962888040455181,-0.8570225394261176,0.21003731201444578,0.7127925330235539,0.33837371529908356,0.35225807082411076,-0.7785550702388268,-0.7333241782821369,0.0,1.222773462719693,0.3859212229521965,-0.418950630128406,3.67,0
1.009082378742301,-0.04023791470857298,-0.7866920274696633,0.6659343487583178,0.13938730107453245,0.022004370814722295,-0.12828882308058615,0.1537780939129596,0.555841386227614,-0.16904792443320882,-1.5424288005685443,-0.6540022559057,-0.7353174827543927,0.4902389212204678,-0.20347279391301615,-0.336066828951955,0.08149884909712518,-0.5280440731720486,-0.048179106277120236,-0.4351789589925262,-0.2855642577524232,-0.26270645044973967,-0.3232747743843564,-1.2352703381512382,1.4569008648976751,-0.5714785617407768,0.04645104759788822,0.07932930336555,0.35225807082411076,-0.7785550702388268,-0.7333241782821369,0.0,1.222773462719693,0.2558174430700239,-0.418950630128406,4.99,0
-0.36334416563446054,0.9970300801089329,0.2032137619728451,-0.6959613149921233,0.77785046293885,0.1418538039073603,1.1880117680007778,-4.59393215735918,0.7306545232200935,1.2465158621728893,-0.7306377827221953,0.043932059142107245,2.004573722923428,-1.3772905051408146,0.4858027964870528,0.1179767277029372,-1.5654949898681294,-0.20540030506624174,0.3979754659250045,-0.3327964416740593,3.4828173956663697,-1.4697024916179904,0.23539237721738482,-1.0314449049358043,-1.2865827751004812,-0.12901418969167308,-3.7249878387848074,-3.6419258000497177,0.35225807082411076,-0.7785550702388268,-0.7333241782821369,0.0,1.222773462719693,0.4723154497477694,-0.418950630128406,40.8,0
-0.546451329894083,0.07766967177380468,-0.9392293971185114,-0.5186357513120309,2.228978434838959,2.6818909069772148,0.31052560089004827,1.0936223450271096,-0.4401792688175634,-0.49566788093128766,-0.8178280002320976,-0.5860213736847649,-0.2277397026605226,0.37375091793267706,-0.6141480155244167,-0.047535953336062226,-0.5942524711913547,0.401051460864271,0.6943311630122774,0.008221163179367462,-0.11725798888478499,-0.25846334833208934,-0.455620672417761,1.5663662524249757,0.5695622950544889,-0.8446161405284759,-0.02269367133476032,0.5476364972510925,0.35225807082411076,-0.7785550702388268,-0.7333241782821369,0.0,1.222773462719693,-0.8152174624104017,-0.418950630128406,93.2,0
-0.13923028115102248,0.7546655442897945,0.17434050477913487,-0.4789886517301385,0.3987013903327307,-0.3786001962576454,0.6395896275866537,0.1395262689684472,-0.8407686421212398,-0.44991994956010944,0.9359071597281466,0.8979964555456039,1.184339800067951,-0.2748063650245303,-0.09501240536689885,1.1257298043299218,-0.6496636729709728,0.856109702349227,0.5514053687892364,0.25400123736846314,-0.4269291928926989,-0.8510841801446252,-0.23533340715890913,-0.6175919118577712,-0.47316016391021787,0.18482416004899874,0.6896281542483251,0.34518280917358046,0.35225807082411076,-0.7785550702388268,-0.7333241782821369,0.0,1.222773462719693,0.4611026073219781,-0.418950630128406,3.68,0
1.1697563851296493,-1.1103082368088288,0.04879322505014899,-1.4058872046997108,-1.6850084520013104,-0.6734927315723535,-1.7863373626406533,0.11378891799366192,-1.9840101854666836,1.642523503100228,1.1212126381388614,-1.4652764389236714,-0.47638409379313906,0.16160475751245587,-0.007538656409354801,0.251541259394451,0.4184332797653715,1.3362838413860492,-0.26010551231070395,-0.7080124225055043,-0.0028004247926148363,0.6847519339340247,0.15681372296856047,0.7671804217598671,0.28274429819026653,-0.2965366493753185,0.07179524330204941,0.11715753292714025,0.35225807082411076,-0.7785550702388268,-0.7333241782821369,0.0,1.222773462719693,0.14083068113438751,2.3869160900736817,10000.0,0
0.3904561414193361,0.34568817808976077,-1.6714137310456476,-0.37599648804341407,2.4440214574784136,2.369724039240791,0.427809881135235,0.7117167197120225,-0.6340901365059306,0.26026117227732437,-0.3638002672186925,-0.9240812667001715,-0.013479114126234397,0.7350209480729053,0.7489146674179298,0.05204385856421921,-1.0113441310325657,0.7077449147089832,0.8598979844298674,0.12747765230026029,0.10291506533361572,0.5624342389010751,0.10768046266675377,1.5430955922673344,-2.1153417780439554,-1.077145905500062,0.07064862030499258,-0.12372659530398669,0.35225807082411076,-0.7785550702388268,-0.7333241782821369,0.0,1.222773462719693,-0.390227106485808,-0.418950630128406,9.99,0
1.0239797972606954,-1.1471035533984943,-0.4609983826805865,-1.2927706395645697,-1.275169416126656,-0.7691792929811807,-0.9283253210761946,-0.22307710387136176,-2.418213448743226,1.3245591443107516,0.13174217212667474,-0.7932695971318513,1.401184512031095,-0.11714696741095673,0.5286583711667161,-0.7957517552569329,1.2527508081671994,-0.8278473392963256,-0.8168674210907695,-0.24491041973517885,-0.3999678620957755,-0.6072242626561417,0.3071088220246802,0.5987967397044653,0.07032668976888642,-0.7818470892891565,0.021868050553848925,0.20645625734111356,0.35225807082411076,-0.7785550702388268,-0.7333241782821369,0.0,1.222773462719693,-0.24716001929181164,2.3869160900736817,121.5,0
0.8916935630586365,0.07894085875150673,-0.03321437112030917,1.879247115354141,-0.17288868363522647,0.07200433087191103,-0.23534042689445728,0.19622316764498537,-0.24148243645588455,0.4182043833885313,-0.8876018692442468,0.09395023500785109,0.07275810216546212,0.05710971168276757,-0.9683087881770214,-0.03499173986159204,0.24443704019464896,-0.9965749063605616,-1.178203000360708,-0.32702599763970147,-0.05201835126688692,0.29662735181352584,-0.10494708615237941,0.14830880617041942,0.9816722375023158,0.20611925693634622,0.006907530788220264,0.1343562403242825,0.35225807082411076,-0.7785550702388268,-0.7333241782821369,0.0,1.222773462719693,0.6415049840814494,-0.418950630128406,27.5,0
